NO3_N_py,NH4_N,SRP,DP,bulk_NO3_N_py,bulk_NH4_N,bulk_SRP,bulk_DP,NO3_rate,NH4_rate,SRP_rate,DP_rate,rock_ID
336.04,178.06,130.8,136.79,362.43,408.12,315.7,329.58,3.460097393470337,30.164077542318537,24.242971127421963,25.27746026855425,119
344.55,219.63,143.81,151.72,362.43,408.12,315.7,329.58,1.4738520713964602,15.537269403664368,14.16892799509718,14.661036320949355,120
285.8,126.37,103.18,109.4,362.43,408.12,315.7,329.58,4.636319451056246,17.0466267171486,12.85802700950637,13.32147744660791,121
320.71,100.95,57.53,86.69,362.43,408.12,315.7,329.58,4.202759616051347,30.9434724655439,26.00734539971178,24.46807965346862,122
296.02,144.89,126.69,133.36,362.43,408.12,315.7,329.58,4.086654789993316,16.198315620688756,11.631058904632381,12.074738787720044,123
290.91,82.43,60.72,67.71,362.43,408.12,315.7,329.58,4.160633671071247,18.94682299120798,14.833310590740307,15.234132262911464,124
323.27,150.92,91.77,97.89,362.43,408.12,315.7,329.58,7.089203886613295,46.56136975579517,40.538442960401284,41.94324945070055,125
284.1,88.68,54.1,60.87,362.43,408.12,315.7,329.58,5.871034339787036,23.942847050958395,19.607590747967425,20.140503478158745,126
347.11,206.92,119.39,124.96,362.43,408.12,315.7,329.58,3.047871255170368,40.028178625344545,39.05532676909238,40.708578083091446,127
319.86,168.37,110.94,116.56,362.43,408.12,315.7,329.58,2.5333900450875584,14.26780040661833,12.1855049479006,12.67706712249358,128
358.86,99.89,39.94,42.23,406.6,409.77,319.04,319.9,3.1680158294815257,20.563568186839863,18.521014202100833,18.42611971872926,129
363.01,153.6,75.54,79.49,406.6,409.77,319.04,319.9,2.6401403735408855,15.515594390685203,14.748203279587178,14.561049488482764,130
371.31,210.27,127.11,125.82,406.6,409.77,319.04,319.9,4.037931327245967,22.82706998542277,21.960899961414505,22.206905978801263,131
314.86,60.41,3.43,7.79,406.6,409.77,319.04,319.9,5.883397150267879,22.40487931564842,20.24045099843084,20.015991765534196,132
341.01,148.93,57.51,60.39,406.6,409.77,319.04,319.9,4.957639927887906,19.71567005321361,19.76782391127495,19.61514160216786,133
365.09,198.39,100.18,103.6,406.6,409.77,319.04,319.9,8.485903682935017,43.212486641744206,44.74162563351376,44.21828394649102,134
358.86,178.22,68.69,72.91,406.6,409.77,319.04,319.9,3.982990609611052,19.3184221963854,20.88692289727957,20.606595112438907,135
330.22,138.32,47.7,50.68,406.6,409.77,319.04,319.9,4.119698331783599,14.641164076494608,14.635231020504872,14.520884850520826,136
319.84,99.89,35.6,38.47,406.6,409.77,319.04,319.9,7.344775152164328,26.233274828869074,23.994963913433104,23.82480487636705,137
265.87,30.06,2.51,6.54,406.6,409.77,319.04,319.9,7.5046914628532315,20.248748634690543,16.879556517707194,16.710510316206125,138
355.95,213.34,151.07,154.94,406.6,409.77,319.04,319.9,4.502713688027837,17.462350439078133,14.93229650894443,14.664711746832603,139
362.59,170.79,85.35,88.88,406.6,409.77,319.04,319.9,3.0132265478054676,16.36221041569075,16.000020721578256,15.817214202999732,140
307.8,55.74,10.5,15.31,406.6,409.77,319.04,319.9,5.637220805361779,20.199851029577232,17.604333069699628,17.37895835126664,141
336.44,140.44,87.18,92.32,406.6,409.77,319.04,319.9,5.132320466162364,19.70193658995879,16.960943889458456,16.647854784624148,142
367.99,125.58,42.22,46.93,406.6,409.77,319.04,319.9,3.940768467729491,29.006138068998798,28.253911609346737,27.86095748863296,143
365.92,187.56,101.33,105.79,406.6,409.77,319.04,319.9,4.932496370357108,26.943215792946233,26.397585663481955,25.96108155991052,144
