"PreSens Measurement Studio 2","3.0.3.1703",""
"Date","Time","Channel","User","SensorID","Sensor_Name","delta_t","Time_Unit","Value","O2_Unit","Mode","Phase","Phase_Unit","Amplitude","Amplitude_Unit","Temp","Temp_Unit","Pressure","Pressure_Unit","Salinity","Salinity_Unit","Error","Cal0","Cal0_Unit","T0","T0_Unit","O2Cal2nd","O2_Unit","Cal2nd","Cal2nd_Unit","T2nd","T2nd_Unit","CalPressure","CalPressure_Unit","f1","dPhi1","dkSv1","dPhi2","dkSv2","m","Cal_Mode","SignalLEDCurrent","User_Signal_Intensity","ReferenceLEDCurrent","Reference_Amplitude","Device_Serial","FwVersion","SwVersion","Sensor_Type","BatchID","Calibration_Date","Sensor_Lot","PreSens_Calibr","Battery_Voltage","Battery_Voltage_Unit"
"06/15/2021","19:04:28","3","Framsted","175401527","Batch 3_1_1_2","10.733","min","6.372","ppm (mg/L)","Humid","29.400","deg","15725","µV","23.106","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48689.19","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:28","2","Framsted","190253489","Batch 3_1_1_1","10.733","min","6.614","ppm (mg/L)","Humid","28.988","deg","24723","µV","23.106","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49446.01","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:31","1","Framsted","125448721","Batch 3_1_1","10.783","min","6.766","ppm (mg/L)","Humid","28.748","deg","30798","µV","23.081","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48967.83","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:04:31","4","Framsted","141697176","Batch 3_1_1_3","10.783","min","6.771","ppm (mg/L)","Humid","28.739","deg","21080","µV","23.081","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49381.30","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:31","3","Framsted","175401527","Batch 3_1_1_2","10.783","min","6.392","ppm (mg/L)","Humid","29.374","deg","15723","µV","23.081","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48686.51","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:31","2","Framsted","190253489","Batch 3_1_1_1","10.783","min","6.628","ppm (mg/L)","Humid","28.974","deg","24727","µV","23.081","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49452.48","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:34","1","Framsted","125448721","Batch 3_1_1","10.834","min","6.763","ppm (mg/L)","Humid","28.748","deg","30802","µV","23.093","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48968.58","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:04:34","4","Framsted","141697176","Batch 3_1_1_3","10.834","min","6.777","ppm (mg/L)","Humid","28.726","deg","21082","µV","23.093","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49378.62","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:34","3","Framsted","175401527","Batch 3_1_1_2","10.834","min","6.382","ppm (mg/L)","Humid","29.386","deg","15729","µV","23.093","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48693.22","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:34","2","Framsted","190253489","Batch 3_1_1_1","10.834","min","6.622","ppm (mg/L)","Humid","28.979","deg","24725","µV","23.093","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49442.29","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:37","1","Framsted","125448721","Batch 3_1_1","10.883","min","6.768","ppm (mg/L)","Humid","28.752","deg","30799","µV","23.063","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48971.91","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:04:37","4","Framsted","141697176","Batch 3_1_1_3","10.883","min","6.772","ppm (mg/L)","Humid","28.745","deg","21083","µV","23.063","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49377.82","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:37","3","Framsted","175401527","Batch 3_1_1_2","10.883","min","6.378","ppm (mg/L)","Humid","29.405","deg","15730","µV","23.063","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48692.07","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:37","2","Framsted","190253489","Batch 3_1_1_1","10.883","min","6.625","ppm (mg/L)","Humid","28.985","deg","24725","µV","23.063","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49445.68","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:40","1","Framsted","125448721","Batch 3_1_1","10.933","min","6.759","ppm (mg/L)","Humid","28.754","deg","30799","µV","23.093","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48967.10","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:04:40","4","Framsted","141697176","Batch 3_1_1_3","10.933","min","6.770","ppm (mg/L)","Humid","28.736","deg","21081","µV","23.093","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49374.57","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:40","3","Framsted","175401527","Batch 3_1_1_2","10.933","min","6.393","ppm (mg/L)","Humid","29.367","deg","15728","µV","23.093","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48691.04","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:40","2","Framsted","190253489","Batch 3_1_1_1","10.933","min","6.620","ppm (mg/L)","Humid","28.983","deg","24728","µV","23.093","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49446.24","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:43","1","Framsted","125448721","Batch 3_1_1","10.983","min","6.770","ppm (mg/L)","Humid","28.752","deg","30807","µV","23.050","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48972.34","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:04:43","4","Framsted","141697176","Batch 3_1_1_3","10.983","min","6.785","ppm (mg/L)","Humid","28.728","deg","21084","µV","23.050","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49371.23","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:43","3","Framsted","175401527","Batch 3_1_1_2","10.983","min","6.393","ppm (mg/L)","Humid","29.384","deg","15727","µV","23.050","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48690.88","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:43","2","Framsted","190253489","Batch 3_1_1_1","10.983","min","6.636","ppm (mg/L)","Humid","28.971","deg","24722","µV","23.050","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49445.69","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:46","1","Framsted","125448721","Batch 3_1_1","11.033","min","6.769","ppm (mg/L)","Humid","28.752","deg","30807","µV","23.057","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48966.95","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:04:46","4","Framsted","141697176","Batch 3_1_1_3","11.033","min","6.781","ppm (mg/L)","Humid","28.733","deg","21083","µV","23.057","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49376.03","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:46","3","Framsted","175401527","Batch 3_1_1_2","11.033","min","6.406","ppm (mg/L)","Humid","29.359","deg","15734","µV","23.057","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48685.27","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:46","2","Framsted","190253489","Batch 3_1_1_1","11.033","min","6.630","ppm (mg/L)","Humid","28.980","deg","24727","µV","23.057","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49448.29","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:49","1","Framsted","125448721","Batch 3_1_1","11.084","min","6.754","ppm (mg/L)","Humid","28.762","deg","30811","µV","23.093","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48968.65","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:04:49","4","Framsted","141697176","Batch 3_1_1_3","11.084","min","6.768","ppm (mg/L)","Humid","28.740","deg","21086","µV","23.093","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49368.61","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:49","3","Framsted","175401527","Batch 3_1_1_2","11.084","min","6.377","ppm (mg/L)","Humid","29.395","deg","15727","µV","23.093","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48688.68","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:49","2","Framsted","190253489","Batch 3_1_1_1","11.084","min","6.630","ppm (mg/L)","Humid","28.966","deg","24728","µV","23.093","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49443.50","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:52","1","Framsted","125448721","Batch 3_1_1","11.133","min","6.763","ppm (mg/L)","Humid","28.757","deg","30806","µV","23.069","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48972.81","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:04:52","4","Framsted","141697176","Batch 3_1_1_3","11.133","min","6.781","ppm (mg/L)","Humid","28.728","deg","21089","µV","23.069","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49375.65","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:52","3","Framsted","175401527","Batch 3_1_1_2","11.133","min","6.394","ppm (mg/L)","Humid","29.374","deg","15726","µV","23.069","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48688.67","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:52","2","Framsted","190253489","Batch 3_1_1_1","11.133","min","6.620","ppm (mg/L)","Humid","28.991","deg","24729","µV","23.069","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49446.51","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:55","1","Framsted","125448721","Batch 3_1_1","11.183","min","6.763","ppm (mg/L)","Humid","28.753","deg","30808","µV","23.081","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48963.71","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:04:55","4","Framsted","141697176","Batch 3_1_1_3","11.183","min","6.766","ppm (mg/L)","Humid","28.748","deg","21083","µV","23.081","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49377.57","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:55","3","Framsted","175401527","Batch 3_1_1_2","11.183","min","6.384","ppm (mg/L)","Humid","29.387","deg","15726","µV","23.081","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48690.54","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:55","2","Framsted","190253489","Batch 3_1_1_1","11.183","min","6.628","ppm (mg/L)","Humid","28.974","deg","24723","µV","23.081","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49441.86","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:58","1","Framsted","125448721","Batch 3_1_1","11.233","min","6.760","ppm (mg/L)","Humid","28.757","deg","30806","µV","23.081","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48974.60","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:04:58","4","Framsted","141697176","Batch 3_1_1_3","11.233","min","6.773","ppm (mg/L)","Humid","28.737","deg","21079","µV","23.081","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49377.61","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:58","3","Framsted","175401527","Batch 3_1_1_2","11.233","min","6.385","ppm (mg/L)","Humid","29.385","deg","15728","µV","23.081","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48679.75","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:04:58","2","Framsted","190253489","Batch 3_1_1_1","11.233","min","6.624","ppm (mg/L)","Humid","28.980","deg","24719","µV","23.081","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49450.48","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:05:01","1","Framsted","125448721","Batch 3_1_1","11.284","min","6.767","ppm (mg/L)","Humid","28.748","deg","30800","µV","23.075","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48966.45","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:05:01","4","Framsted","141697176","Batch 3_1_1_3","11.284","min","6.777","ppm (mg/L)","Humid","28.733","deg","21085","µV","23.075","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49368.33","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:05:01","3","Framsted","175401527","Batch 3_1_1_2","11.284","min","6.379","ppm (mg/L)","Humid","29.398","deg","15734","µV","23.075","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48681.83","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:05:01","2","Framsted","190253489","Batch 3_1_1_1","11.284","min","6.623","ppm (mg/L)","Humid","28.985","deg","24726","µV","23.075","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49438.06","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:05:04","1","Framsted","125448721","Batch 3_1_1","11.333","min","6.756","ppm (mg/L)","Humid","28.761","deg","30807","µV","23.087","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48965.90","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:05:04","4","Framsted","141697176","Batch 3_1_1_3","11.333","min","6.771","ppm (mg/L)","Humid","28.738","deg","21080","µV","23.087","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49370.57","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:05:04","3","Framsted","175401527","Batch 3_1_1_2","11.333","min","6.397","ppm (mg/L)","Humid","29.362","deg","15732","µV","23.087","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48690.28","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:05:04","2","Framsted","190253489","Batch 3_1_1_1","11.333","min","6.615","ppm (mg/L)","Humid","28.993","deg","24727","µV","23.087","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","49450.45","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:05:07","1","Framsted","125448721","Batch 3_1_1","11.383","min","6.758","ppm (mg/L)","Humid","28.765","deg","30804","µV","23.069","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","48967.57","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","2/1/2021 11:16:45 AM","0000-00","0","no battery","V"
"06/15/2021","19:05:07","4","Framsted","141697176","Batch 3_1_1_3","11.383","min","6.772","ppm (mg/L)","Humid","28.742","deg","21085","µV","23.069","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.00","0","2500.00","49378.42","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
"06/15/2021","19:05:07","3","Framsted","175401527","Batch 3_1_1_2","11.383","min","6.392","ppm (mg/L)","Humid","29.379","deg","15727","µV","23.069","°C","1015.000","hPa","0.0","pmil","0","60.660","deg","20.000","°C","100.000","%a.s.","27.160","deg","20.000","°C","975.000","hPa","0.808","-0.0803","0.000433","0","0","29.87","Humid","5.50","0","2500.00","48688.68","Tank 4","ABF1.0.0.0","3.0.3.1703","PSt3","170718-001","3/2/2021 12:48:23 PM","0000-00","0","no battery","V"
