"datasheet modifications: removed spaces, special characters, and unnecessary capital letters from col names, copied and pasted in data from different channels from raw data file into this main csv.",,,,,,,,,,,,,,,,,,,,,,
Id,date,delta_T_min,sensor,calibration,user,oxygen,oxygen_unit,temp,temp_unit,pressure,pressure_unit,mode,salinity_pmil,user_signal_intensity,error,error_code,phase,amplitude_uV,reference_amplitude_uV,signal_LED_current,ref_LED_current,battery_V
1,1/12/20 16:01:05,0.354,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.097,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,"ADC overflow (Signal), Photo diode saturation",160,30.586,8738,16114.53,42.00,50.00,#N/A
5,1/12/20 16:01:08,0.404,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,-272.607,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,"ADC overflow (Signal), Photo diode saturation",160,-6.825,6758,12150.76,42.00,50.00,#N/A
9,1/12/20 16:01:11,0.453,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,11.933,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,"ADC overflow (Signal), Photo diode saturation",160,27.592,7513,14715.85,42.00,50.00,#N/A
13,1/12/20 16:01:14,0.504,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.360,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,"ADC overflow (Signal), Photo diode saturation",160,30.263,17384,30944.41,42.00,50.00,#N/A
17,1/12/20 16:01:17,0.554,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.214,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.438,14786,36139.67,42.00,50.00,#N/A
21,1/12/20 16:01:20,0.604,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.276,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.365,16932,30603.81,42.00,50.00,#N/A
25,1/12/20 16:01:23,0.654,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.432,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.177,17093,32406.97,42.00,50.00,#N/A
29,1/12/20 16:01:26,0.704,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.438,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.170,18523,32701.99,42.00,50.00,#N/A
33,1/12/20 16:01:29,0.753,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.398,ppm (mg/L),10.468,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.221,16247,33672.87,42.00,50.00,#N/A
37,1/12/20 16:01:32,0.804,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.351,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.275,17214,33196.17,42.00,50.00,#N/A
41,1/12/20 16:01:35,0.854,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.360,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.263,18439,30302.08,42.00,50.00,#N/A
45,1/12/20 16:01:38,0.904,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.381,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.238,15641,33000.01,42.00,50.00,#N/A
49,1/12/20 16:01:41,0.954,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.262,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.383,18559,33125.95,42.00,50.00,#N/A
53,1/12/20 16:01:44,1.003,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.327,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.303,16965,32773.01,42.00,50.00,#N/A
57,1/12/20 16:01:47,1.053,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.312,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.319,18028,31235.45,42.00,50.00,#N/A
61,1/12/20 16:01:50,1.104,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.271,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.369,18811,33003.16,42.00,50.00,#N/A
65,1/12/20 16:01:53,1.154,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.245,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.401,16291,30865.83,42.00,50.00,#N/A
69,1/12/20 16:01:56,1.204,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.390,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.227,19035,34225.74,42.00,50.00,#N/A
73,1/12/20 16:01:59,1.254,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.283,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.351,17253,34129.57,42.00,50.00,#N/A
77,1/12/20 16:02:02,1.304,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.213,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.440,16526,33037.03,42.00,50.00,#N/A
81,1/12/20 16:02:05,1.354,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.401,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.214,18780,32985.52,42.00,50.00,#N/A
85,1/12/20 16:02:08,1.404,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.513,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.081,16845,33384.44,42.00,50.00,#N/A
89,1/12/20 16:02:11,1.454,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.308,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.324,17459,33592.88,42.00,50.00,#N/A
93,1/12/20 16:02:14,1.504,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.316,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.314,16561,30771.06,42.00,50.00,#N/A
97,1/12/20 16:02:17,1.553,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.428,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.179,16608,33358.52,42.00,50.00,#N/A
101,1/12/20 16:02:54,2.181,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.329,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,,0,30.298,21205,42239.73,42.00,50.00,#N/A
105,1/12/20 16:02:58,2.237,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.340,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,,0,30.285,21204,42236.56,42.00,50.00,#N/A
109,1/12/20 16:03:01,2.287,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.336,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,,0,30.290,21218,42230.52,42.00,50.00,#N/A
113,1/12/20 16:03:04,2.337,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.341,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,,0,30.284,21227,42233.68,42.00,50.00,#N/A
117,1/12/20 16:03:07,2.387,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.331,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,,0,30.296,21218,42231.11,42.00,50.00,#N/A
121,1/12/20 16:03:10,2.437,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.333,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,,0,30.294,21220,42224.35,42.00,50.00,#N/A
125,1/12/20 16:03:13,2.487,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.334,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,,0,30.290,21229,42219.15,42.00,50.00,#N/A
129,1/12/20 16:03:16,2.537,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.332,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,,0,30.295,21223,42211.53,42.00,50.00,#N/A
133,1/12/20 16:03:19,2.587,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.333,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,,0,30.294,21234,42219.96,42.00,50.00,#N/A
137,1/12/20 16:03:22,2.637,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.327,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,,0,30.304,21223,42205.53,42.00,50.00,#N/A
141,1/12/20 16:03:25,2.687,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.329,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,,0,30.296,21231,42209.31,42.00,50.00,#N/A
145,1/12/20 16:03:28,2.737,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.329,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,,0,30.296,21226,42202.16,42.00,50.00,#N/A
149,1/12/20 16:03:31,2.787,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.342,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,,0,30.283,21224,42201.02,42.00,50.00,#N/A
153,1/12/20 16:03:34,2.837,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.341,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,,0,30.284,21202,42191.71,42.00,50.00,#N/A
157,1/12/20 16:03:37,2.887,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.325,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,,0,30.301,21214,42192.55,42.00,50.00,#N/A
161,1/12/20 16:03:40,2.937,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.340,ppm (mg/L),10.474,°C,1018.000,hPa,Humid,0,0,,0,30.288,21203,42191.04,42.00,50.00,#N/A
165,1/12/20 16:03:43,2.987,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.320,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,,0,30.307,21209,42182.64,42.00,50.00,#N/A
169,1/12/20 16:03:46,3.037,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.339,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,,0,30.286,21221,42186.34,42.00,50.00,#N/A
173,1/12/20 16:03:49,3.087,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.339,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,,0,30.283,21217,42179.55,42.00,50.00,#N/A
177,1/12/20 16:03:52,3.137,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.326,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,,0,30.297,21228,42184.67,42.00,50.00,#N/A
181,1/12/20 16:03:55,3.187,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.334,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,,0,30.289,21230,42178.64,42.00,50.00,#N/A
185,1/12/20 16:03:58,3.237,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.326,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,,0,30.299,21218,42173.94,42.00,50.00,#N/A
189,1/12/20 16:04:49,4.089,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.331,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,,0,30.291,21207,42156.46,42.00,50.00,#N/A
193,1/12/20 16:04:52,4.137,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.330,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,,0,30.294,21199,42149.29,42.00,50.00,#N/A
197,1/12/20 16:04:55,4.187,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.344,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,,0,30.275,21197,42138.70,42.00,50.00,#N/A
201,1/12/20 16:04:58,4.237,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.336,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,,0,30.285,21181,42141.83,42.00,50.00,#N/A
205,1/12/20 16:05:01,4.287,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.334,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,,0,30.289,21204,42134.19,42.00,50.00,#N/A
209,1/12/20 16:05:04,4.337,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.333,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,,0,30.288,21187,42133.02,42.00,50.00,#N/A
213,1/12/20 16:05:07,4.387,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.341,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,,0,30.281,21187,42134.96,42.00,50.00,#N/A
217,1/12/20 16:05:10,4.437,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.337,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,,0,30.281,21176,42127.31,42.00,50.00,#N/A
221,1/12/20 16:05:13,4.487,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.336,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,,0,30.285,21174,42126.75,42.00,50.00,#N/A
225,1/12/20 16:05:16,4.537,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.341,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,,0,30.281,21190,42125.84,42.00,50.00,#N/A
229,1/12/20 16:05:19,4.587,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.251,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.391,16678,34434.84,42.00,50.00,#N/A
233,1/12/20 16:05:22,4.637,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.398,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.213,16705,32395.32,42.00,50.00,#N/A
237,1/12/20 16:05:25,4.687,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.384,ppm (mg/L),10.480,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.232,18181,30380.14,42.00,50.00,#N/A
241,1/12/20 16:05:28,4.737,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.263,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.376,17800,32256.98,42.00,50.00,#N/A
245,1/12/20 16:05:31,4.787,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.381,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.233,16044,33043.61,42.00,50.00,#N/A
249,1/12/20 16:05:34,4.837,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.356,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.258,14807,33319.96,42.00,50.00,#N/A
253,1/12/20 16:05:37,4.887,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.518,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.070,15666,31182.07,42.00,50.00,#N/A
257,1/12/20 16:05:40,4.937,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.326,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.299,18574,33330.47,42.00,50.00,#N/A
261,1/12/20 16:05:43,4.987,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.249,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.390,16302,33518.03,42.00,50.00,#N/A
265,1/12/20 16:05:46,5.037,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.327,ppm (mg/L),10.486,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.298,21596,37902.54,42.00,50.00,#N/A
269,1/12/20 16:05:49,5.087,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.368,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.246,22149,40804.61,42.00,50.00,#N/A
273,1/12/20 16:05:52,5.137,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.293,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.337,22130,41875.66,42.00,50.00,#N/A
277,1/12/20 16:05:55,5.187,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.406,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.197,22174,41892.25,42.00,50.00,#N/A
281,1/12/20 16:05:58,5.237,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.301,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.327,21366,35478.31,42.00,50.00,#N/A
285,1/12/20 16:06:01,5.287,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.410,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.195,18651,35662.85,42.00,50.00,#N/A
289,1/12/20 16:06:04,5.337,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.303,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.324,18066,33216.44,42.00,50.00,#N/A
293,1/12/20 16:06:07,5.387,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.337,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.280,20677,36982.67,42.00,50.00,#N/A
297,1/12/20 16:06:10,5.437,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.386,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.224,18697,31932.70,42.00,50.00,#N/A
301,1/12/20 16:06:13,5.487,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.276,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.357,16758,35259.70,42.00,50.00,#N/A
305,1/12/20 16:06:16,5.537,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.292,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.338,20343,29643.23,42.00,50.00,#N/A
309,1/12/20 16:06:19,5.587,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.312,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.308,18965,34558.94,42.00,50.00,#N/A
313,1/12/20 16:06:22,5.637,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.416,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.185,19730,36758.42,42.00,50.00,#N/A
317,1/12/20 16:06:25,5.687,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.375,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.232,20603,36634.66,42.00,50.00,#N/A
321,1/12/20 16:06:28,5.737,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.356,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.258,17878,34880.73,42.00,50.00,#N/A
325,1/12/20 16:06:31,5.787,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.427,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.175,17170,33743.73,42.00,50.00,#N/A
329,1/12/20 16:06:34,5.837,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.529,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.054,18554,34441.67,42.00,50.00,#N/A
333,1/12/20 16:06:37,5.887,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.460,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.136,17419,35377.52,42.00,50.00,#N/A
337,1/12/20 16:06:40,5.937,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.373,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.240,17848,32158.81,42.00,50.00,#N/A
341,1/12/20 16:06:43,5.987,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.434,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.161,19458,36817.46,42.00,50.00,#N/A
345,1/12/20 16:06:46,6.037,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.379,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.233,19068,33772.55,42.00,50.00,#N/A
349,1/12/20 16:06:49,6.087,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.396,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.210,18597,31764.51,42.00,50.00,#N/A
353,1/12/20 16:06:52,6.137,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.303,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.322,18985,34725.47,42.00,50.00,#N/A
357,1/12/20 16:06:55,6.187,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.321,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.303,19755,35877.85,42.00,50.00,#N/A
361,1/12/20 16:06:58,6.237,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.346,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.270,18905,35902.31,42.00,50.00,#N/A
365,1/12/20 16:07:01,6.287,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.430,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.172,19376,34871.39,42.00,50.00,#N/A
369,1/12/20 16:07:04,6.337,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.327,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.293,18556,38019.96,42.00,50.00,#N/A
373,1/12/20 16:07:07,6.387,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.440,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.157,16736,32878.68,42.00,50.00,#N/A
377,1/12/20 16:07:10,6.437,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.353,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.258,17113,32991.86,42.00,50.00,#N/A
381,1/12/20 16:07:13,6.487,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.372,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.235,19833,34344.17,42.00,50.00,#N/A
385,1/12/20 16:07:16,6.537,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.352,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.260,19884,34222.40,42.00,50.00,#N/A
389,1/12/20 16:07:19,6.587,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.267,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.366,16804,34029.31,42.00,50.00,#N/A
393,1/12/20 16:07:22,6.637,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.290,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.335,19497,34186.95,42.00,50.00,#N/A
397,1/12/20 16:07:25,6.687,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.269,ppm (mg/L),10.511,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.358,18761,36282.47,42.00,50.00,#N/A
401,1/12/20 16:07:28,6.737,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.422,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.175,19595,36071.52,42.00,50.00,#N/A
405,1/12/20 16:07:31,6.787,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.304,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.321,19586,34601.13,42.00,50.00,#N/A
409,1/12/20 16:07:34,6.837,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.329,ppm (mg/L),10.492,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.293,19591,38262.50,42.00,50.00,#N/A
413,1/12/20 16:07:37,6.887,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.396,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.210,18310,36026.01,42.00,50.00,#N/A
417,1/12/20 16:07:40,6.937,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.290,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.335,20222,36724.42,42.00,50.00,#N/A
421,1/12/20 16:07:43,6.987,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.325,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.292,20271,33990.16,42.00,50.00,#N/A
425,1/12/20 16:07:46,7.037,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.446,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.147,17479,38040.38,42.00,50.00,#N/A
429,1/12/20 16:07:49,7.087,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.348,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.265,20364,35284.54,42.00,50.00,#N/A
433,1/12/20 16:07:52,7.137,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.340,ppm (mg/L),10.511,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.272,20464,32997.37,42.00,50.00,#N/A
437,1/12/20 16:07:55,7.187,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.398,ppm (mg/L),10.499,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.207,20318,36032.16,42.00,50.00,#N/A
441,1/12/20 16:07:58,7.237,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.444,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.149,16577,34171.78,42.00,50.00,#N/A
445,1/12/20 16:08:01,7.287,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.336,ppm (mg/L),10.511,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.276,17757,33831.39,42.00,50.00,#N/A
449,1/12/20 16:08:04,7.337,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.397,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.206,19292,34631.57,42.00,50.00,#N/A
453,1/12/20 16:08:07,7.387,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.379,ppm (mg/L),10.511,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.225,19990,35206.86,42.00,50.00,#N/A
457,1/12/20 16:08:10,7.437,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.338,ppm (mg/L),10.505,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.276,20039,34850.33,42.00,50.00,#N/A
