"datasheet modifications: removed spaces, special characters, and unnecessary capital letters from col names, copied and pasted in data from different channels from raw data file into this main csv.",,,,,,,,,,,,,,,,,,,,,,
Id,date,delta_T_min,sensor,calibration,user,oxygen,oxygen_unit,temp,temp_unit,pressure,pressure_unit,mode,salinity_pmil,user_signal_intensity,error,error_code,phase,amplitude_uV,reference_amplitude_uV,signal_LED_current,ref_LED_current,battery_V
1189,1/12/20 16:17:19,16.587,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.388,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.195,19071,37792.02,42.00,50.00,#N/A
1193,1/12/20 16:17:22,16.637,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.403,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.177,18517,29778.83,42.00,50.00,#N/A
1197,1/12/20 16:17:25,16.687,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.360,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.228,18189,32141.08,42.00,50.00,#N/A
1201,1/12/20 16:17:28,16.737,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.500,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.061,18916,34896.20,42.00,50.00,#N/A
1205,1/12/20 16:17:31,16.787,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.394,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.188,17408,34047.04,42.00,50.00,#N/A
1209,1/12/20 16:17:34,16.837,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.375,ppm (mg/L),10.547,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.213,18544,33328.29,42.00,50.00,#N/A
1213,1/12/20 16:17:37,16.887,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.298,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.303,19221,35701.63,42.00,50.00,#N/A
1217,1/12/20 16:17:40,16.937,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.323,ppm (mg/L),10.547,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.276,20149,32529.98,42.00,50.00,#N/A
1221,1/12/20 16:17:43,16.987,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.318,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.279,19367,33010.26,42.00,50.00,#N/A
1225,1/12/20 16:17:46,17.037,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.311,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.288,18703,33741.01,42.00,50.00,#N/A
1229,1/12/20 16:17:49,17.087,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.421,ppm (mg/L),10.547,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.158,17686,32876.48,42.00,50.00,#N/A
1233,1/12/20 16:17:52,17.137,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.326,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.270,17329,34405.10,42.00,50.00,#N/A
1237,1/12/20 16:17:55,17.187,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.436,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.137,18997,35635.34,42.00,50.00,#N/A
1241,1/12/20 16:17:58,17.237,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.336,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.255,18477,36158.05,42.00,50.00,#N/A
1245,1/12/20 16:18:01,17.287,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.407,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.172,16676,36731.72,42.00,50.00,#N/A
1249,1/12/20 16:18:04,17.337,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.439,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.134,17098,33944.26,42.00,50.00,#N/A
1253,1/12/20 16:18:07,17.387,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.380,ppm (mg/L),10.547,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.207,17305,31402.57,42.00,50.00,#N/A
1257,1/12/20 16:18:10,17.437,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.452,ppm (mg/L),10.547,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.121,17719,33139.50,42.00,50.00,#N/A
1261,1/12/20 16:18:13,17.487,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.425,ppm (mg/L),10.547,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.153,20175,34281.14,42.00,50.00,#N/A
1265,1/12/20 16:18:16,17.537,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.405,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.174,19551,35798.00,42.00,50.00,#N/A
1269,1/12/20 16:18:19,17.587,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.288,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.313,18940,33246.63,42.00,50.00,#N/A
1273,1/12/20 16:18:22,17.637,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.341,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.248,17862,35319.24,42.00,50.00,#N/A
1277,1/12/20 16:18:25,17.687,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.433,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.138,20192,33138.61,42.00,50.00,#N/A
1281,1/12/20 16:18:28,17.737,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.350,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.238,19032,34569.13,42.00,50.00,#N/A
1285,1/12/20 16:18:31,17.787,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.277,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.326,17683,33933.89,42.00,50.00,#N/A
1289,1/12/20 16:18:34,17.837,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.396,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.185,18509,33609.63,42.00,50.00,#N/A
1293,1/12/20 16:18:37,17.887,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.305,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.292,18371,36663.09,42.00,50.00,#N/A
1297,1/12/20 16:18:40,17.937,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.312,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.284,19971,34234.89,42.00,50.00,#N/A
1301,1/12/20 16:18:43,17.987,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.414,ppm (mg/L),10.547,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.166,20171,34272.81,42.00,50.00,#N/A
1305,1/12/20 16:18:46,18.037,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.396,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.182,18670,36093.23,42.00,50.00,#N/A
1309,1/12/20 16:18:49,18.087,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.452,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.118,17378,30138.97,42.00,50.00,#N/A
1313,1/12/20 16:18:52,18.137,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.355,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.234,18024,34583.78,42.00,50.00,#N/A
1317,1/12/20 16:18:55,18.187,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.396,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.182,18631,34734.31,42.00,50.00,#N/A
1321,1/12/20 16:18:58,18.237,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.357,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.227,17362,33556.24,42.00,50.00,#N/A
1325,1/12/20 16:19:01,18.287,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.313,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.283,17656,34378.73,42.00,50.00,#N/A
1329,1/12/20 16:19:04,18.337,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.394,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.188,17973,35157.77,42.00,50.00,#N/A
1333,1/12/20 16:19:07,18.387,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.419,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.157,19828,32961.11,42.00,50.00,#N/A
1337,1/12/20 16:19:10,18.437,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.314,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.284,18841,34555.46,42.00,50.00,#N/A
1341,1/12/20 16:19:13,18.487,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.366,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.219,19890,33833.73,42.00,50.00,#N/A
1345,1/12/20 16:19:16,18.537,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.339,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.248,20465,33673.80,42.00,50.00,#N/A
1349,1/12/20 16:19:19,18.587,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.440,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.133,18798,32641.19,42.00,50.00,#N/A
1353,1/12/20 16:19:22,18.637,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.352,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.232,19321,36616.52,42.00,50.00,#N/A
1357,1/12/20 16:19:25,18.687,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.431,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.141,17400,33498.86,42.00,50.00,#N/A
1361,1/12/20 16:19:28,18.737,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.437,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.131,17153,34139.30,42.00,50.00,#N/A
1365,1/12/20 16:19:31,18.787,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.421,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.152,18380,34198.37,42.00,50.00,#N/A
1369,1/12/20 16:19:34,18.837,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.452,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.113,18570,34027.12,42.00,50.00,#N/A
1373,1/12/20 16:19:37,18.887,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.402,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.175,18934,34226.50,42.00,50.00,#N/A
1377,1/12/20 16:19:40,18.937,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.404,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.176,18229,33604.77,42.00,50.00,#N/A
1381,1/12/20 16:19:43,18.987,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.418,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.159,19154,32708.49,42.00,50.00,#N/A
1385,1/12/20 16:19:46,19.037,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.453,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.114,20188,37753.84,42.00,50.00,#N/A
1389,1/12/20 16:19:49,19.087,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.332,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.260,19225,32252.59,42.00,50.00,#N/A
1393,1/12/20 16:19:52,19.137,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.448,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.117,16576,33570.45,42.00,50.00,#N/A
1397,1/12/20 16:19:55,19.187,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.403,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.171,20431,32422.60,42.00,50.00,#N/A
1401,1/12/20 16:19:58,19.237,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.422,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.149,18396,35226.82,42.00,50.00,#N/A
1405,1/12/20 16:20:01,19.287,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.290,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.308,17983,32839.24,42.00,50.00,#N/A
1409,1/12/20 16:20:04,19.337,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.357,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.232,19358,29972.33,42.00,50.00,#N/A
1413,1/12/20 16:20:07,19.387,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.471,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.090,18792,34390.69,42.00,50.00,#N/A
1417,1/12/20 16:20:10,19.437,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.309,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.287,18727,32629.78,42.00,50.00,#N/A
1421,1/12/20 16:20:13,19.487,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.456,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.111,17719,37209.85,42.00,50.00,#N/A
1425,1/12/20 16:20:16,19.537,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.497,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.059,15431,34019.26,42.00,50.00,#N/A
1429,1/12/20 16:20:19,19.587,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.471,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.093,17809,33556.12,42.00,50.00,#N/A
1433,1/12/20 16:20:22,19.637,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.291,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.304,17416,32423.92,42.00,50.00,#N/A
1437,1/12/20 16:20:25,19.687,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.398,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.175,17812,34296.21,42.00,50.00,#N/A
1441,1/12/20 16:20:28,19.737,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.420,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.151,18039,32367.33,42.00,50.00,#N/A
1445,1/12/20 16:20:31,19.787,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.496,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.063,17387,34515.39,42.00,50.00,#N/A
1449,1/12/20 16:20:34,19.837,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.412,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.163,18962,36716.84,42.00,50.00,#N/A
1453,1/12/20 16:20:37,19.887,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.379,ppm (mg/L),10.553,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.205,16810,29998.19,42.00,50.00,#N/A
1457,1/12/20 16:20:40,19.937,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.337,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.248,20246,36401.39,42.00,50.00,#N/A
1461,1/12/20 16:20:43,19.987,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.370,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.214,16591,35996.25,42.00,50.00,#N/A
1465,1/12/20 16:20:46,20.037,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.529,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.022,15965,33819.39,42.00,50.00,#N/A
1469,1/12/20 16:20:49,20.087,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.425,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.142,17365,29374.42,42.00,50.00,#N/A
1473,1/12/20 16:20:52,20.137,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.339,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.246,18434,32764.84,42.00,50.00,#N/A
1477,1/12/20 16:20:55,20.187,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.468,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.088,17348,33430.49,42.00,50.00,#N/A
1481,1/12/20 16:20:58,20.237,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.317,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.272,17532,32014.54,42.00,50.00,#N/A
1485,1/12/20 16:21:01,20.287,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.280,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.317,19015,29731.57,42.00,50.00,#N/A
1489,1/12/20 16:21:04,20.337,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.317,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.269,17404,33691.18,42.00,50.00,#N/A
1493,1/12/20 16:21:07,20.387,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.359,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.224,17619,35156.61,42.00,50.00,#N/A
1497,1/12/20 16:21:10,20.437,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.393,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.181,17140,34805.26,42.00,50.00,#N/A
1501,1/12/20 16:21:13,20.487,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.382,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.196,16435,35217.90,42.00,50.00,#N/A
1505,1/12/20 16:21:16,20.537,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.310,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.278,20563,30596.33,42.00,50.00,#N/A
1509,1/12/20 16:21:19,20.587,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.414,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.153,18629,37337.53,42.00,50.00,#N/A
1513,1/12/20 16:21:22,20.637,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.465,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.095,18238,31304.12,42.00,50.00,#N/A
1517,1/12/20 16:21:25,20.687,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.366,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.213,16775,34497.11,42.00,50.00,#N/A
1521,1/12/20 16:21:28,20.737,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.315,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.275,17620,35443.73,42.00,50.00,#N/A
1525,1/12/20 16:21:31,20.787,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.457,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.101,19127,34781.48,42.00,50.00,#N/A
1529,1/12/20 16:21:34,20.837,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.414,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.155,16448,28798.31,42.00,50.00,#N/A
1533,1/12/20 16:21:37,20.887,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.365,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.212,18183,34744.48,42.00,50.00,#N/A
1537,1/12/20 16:21:40,20.937,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.442,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.125,19725,34697.77,42.00,50.00,#N/A
1541,1/12/20 16:21:43,20.987,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.494,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.060,17787,32073.49,42.00,50.00,#N/A
1545,1/12/20 16:21:46,21.037,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.435,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.128,18058,35458.83,42.00,50.00,#N/A
1549,1/12/20 16:21:49,21.087,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.450,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.112,17193,29590.71,42.00,50.00,#N/A
1553,1/12/20 16:21:52,21.137,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.445,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.119,16519,27849.14,42.00,50.00,#N/A
1557,1/12/20 16:21:55,21.187,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.439,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.126,18089,35622.18,42.00,50.00,#N/A
1561,1/12/20 16:21:58,21.237,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.470,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.086,18852,35553.35,42.00,50.00,#N/A
1565,1/12/20 16:22:01,21.287,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.525,ppm (mg/L),10.559,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.029,18764,35584.42,42.00,50.00,#N/A
1569,1/12/20 16:22:04,21.337,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.455,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.106,18882,34520.68,42.00,50.00,#N/A
1573,1/12/20 16:22:07,21.387,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.381,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.198,17988,33478.25,42.00,50.00,#N/A
1577,1/12/20 16:22:10,21.437,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.393,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.180,19269,33041.76,42.00,50.00,#N/A
1581,1/12/20 16:22:13,21.487,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.455,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.106,19035,34953.99,42.00,50.00,#N/A
1585,1/12/20 16:22:16,21.537,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.326,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.259,18889,33964.76,42.00,50.00,#N/A
1589,1/12/20 16:22:19,21.587,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.403,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.168,17036,31454.00,42.00,50.00,#N/A
1593,1/12/20 16:22:22,21.637,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.465,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.092,20047,35773.74,42.00,50.00,#N/A
1597,1/12/20 16:22:25,21.687,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.318,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.274,16882,30003.91,42.00,50.00,#N/A
1601,1/12/20 16:22:28,21.737,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.455,ppm (mg/L),10.565,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.109,16607,34336.82,42.00,50.00,#N/A
1605,1/12/20 16:22:31,21.787,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.439,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.123,18844,34147.62,42.00,50.00,#N/A
1609,1/12/20 16:22:34,21.837,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.398,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.174,17293,36490.80,42.00,50.00,#N/A
1613,1/12/20 16:22:37,21.887,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.317,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.270,20179,31423.19,42.00,50.00,#N/A
1617,1/12/20 16:22:40,21.937,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.368,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.208,18936,34645.37,42.00,50.00,#N/A
1621,1/12/20 16:22:43,21.987,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.415,ppm (mg/L),10.571,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.154,17159,32888.96,42.00,50.00,#N/A
1625,1/12/20 16:22:46,22.037,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.263,ppm (mg/L),10.583,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.332,16267,32233.53,42.00,50.00,#N/A
1629,1/12/20 16:22:49,22.087,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.400,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.169,18074,34073.35,42.00,50.00,#N/A
1633,1/12/20 16:22:52,22.137,Batch 3 (PSt3),1/12/20 15:46:00,Framsted,9.307,ppm (mg/L),10.577,°C,1018.000,hPa,Humid,0,0,ADC overflow (Signal),128,30.281,16156,34219.48,42.00,50.00,#N/A
