7530-426576
OS REV: 1.03 Sensor Cal: 1526022000 formatted column names to be compatible with R
Time_sec,  Bat_Volts,   T_deg_C,  PAR_umol_s_m_2,  Ax_g, Ay_g, Az_g
1606872710, +3.49, +10.711,  -3.42570,  -0.527,  +1.169,  +0.262
1606872715, +3.49, +10.702,  +0.68166,  -0.545,  +1.167,  +0.263
1606872720, +3.49, +10.693,  +0.35763,  -0.544,  +1.168,  +0.263
1606872725, +3.49, +10.702,  +0.15961,  -0.541,  +1.176,  +0.255
1606872730, +3.49, +10.666,  +0.39363,  -0.532,  +1.180,  +0.251
1606872735, +3.49, +10.702,  +1.52473,  -0.529,  +1.171,  +0.255
1606872740, +3.49, +10.702,  -4.18177,  -0.545,  +1.168,  +0.254
1606872745, +3.49, +10.729,  -1.52653,  -0.544,  +1.180,  +0.248
1606872750, +3.49, +10.675,  +1.77976,  -0.520,  +1.176,  +0.252
1606872755, +3.49, +10.684,  -2.67263,  -0.545,  +1.168,  +0.252
1606872760, +3.49, +10.693,  -0.73146,  -0.553,  +1.179,  +0.271
1606872765, +3.49, +10.666,  +0.89168,  -0.548,  +1.180,  +0.255
1606872770, +3.49, +10.720,  -1.06149,  -0.532,  +1.172,  +0.252
1606872775, +3.49, +10.639,  -0.06541,  -0.535,  +1.166,  +0.263
1606872780, +3.49, +10.693,  +0.27962,  -0.536,  +1.164,  +0.262
1606872785, +3.49, +10.693,  +0.27062,  -0.516,  +1.167,  +0.247
1606872790, +3.49, +10.675,  -3.66872,  -0.516,  +1.174,  +0.252
1606872795, +3.49, +10.693,  -0.52145,  -0.537,  +1.175,  +0.264
1606872800, +3.49, +10.666,  -0.44044,  -0.537,  +1.171,  +0.257
1606872805, +3.49, +10.711,  +1.06869,  -0.520,  +1.171,  +0.248
1606872810, +3.49, +10.693,  -1.62554,  -0.520,  +1.168,  +0.262
1606872815, +3.49, +10.684,  +1.31772,  -0.541,  +1.164,  +0.262
1606872820, +3.49, +10.666,  -0.87248,  -0.535,  +1.168,  +0.263
1606872825, +3.49, +10.684,  -1.28651,  -0.524,  +1.171,  +0.252
1606872830, +3.49, +10.675,  -3.60572,  -0.521,  +1.169,  +0.263
1606872835, +3.49, +10.666,  +0.18362,  -0.548,  +1.177,  +0.260
1606872840, +3.49, +10.675,  +0.01260,  -0.535,  +1.176,  +0.259
1606872845, +3.49, +10.684,  +1.97177,  -0.524,  +1.167,  +0.251
1606872850, +3.49, +10.666,  -1.82956,  -0.532,  +1.175,  +0.259
1606872855, +3.48, +10.693,  +1.37472,  -0.544,  +1.174,  +0.268
1606872860, +3.48, +10.675,  -2.35761,  -0.535,  +1.171,  +0.249
1606872865, +3.48, +10.675,  +0.03060,  -0.528,  +1.171,  +0.248
1606872870, +3.48, +10.675,  -0.18242,  -0.543,  +1.167,  +0.252
1606872875, +3.48, +10.684,  -1.64954,  -0.541,  +1.175,  +0.248
1606872880, +3.48, +10.657,  +0.86168,  -0.532,  +1.176,  +0.252
1606872885, +3.48, +10.693,  +0.78367,  -0.532,  +1.168,  +0.260
1606872890, +3.48, +10.666,  +1.05069,  -0.543,  +1.171,  +0.255
1606872895, +3.48, +10.666,  +0.05460,  -0.544,  +1.171,  +0.262
1606872900, +3.48, +10.702,  -1.35852,  -0.525,  +1.176,  +0.259
1606872905, +3.48, +10.675,  +1.09570,  -0.528,  +1.171,  +0.248
1606872910, +3.48, +10.675,  -1.54754,  -0.528,  +1.159,  +0.249
1606872915, +3.48, +10.666,  -1.83856,  -0.528,  +1.168,  +0.255
1606872920, +3.48, +10.684,  +0.10561,  -0.520,  +1.167,  +0.252
1606872925, +3.48, +10.684,  +2.53882,  -0.516,  +1.164,  +0.243
1606872930, +3.48, +10.648,  +0.60065,  -0.537,  +1.167,  +0.249
1606872935, +3.48, +10.693,  -0.97148,  -0.561,  +1.171,  +0.263
1606872940, +3.48, +10.666,  -0.36843,  -0.548,  +1.177,  +0.252
1606872945, +3.48, +10.684,  -0.69246,  -0.532,  +1.176,  +0.262
1606872950, +3.48, +10.657,  +0.24062,  -0.544,  +1.171,  +0.263
1606872955, +3.48, +10.657,  -0.31143,  -0.545,  +1.172,  +0.248
1606872960, +3.48, +10.666,  -1.27751,  -0.533,  +1.174,  +0.251
1606872965, +3.48, +10.648,  -0.29643,  -0.528,  +1.171,  +0.260
1606872970, +3.48, +10.675,  +2.14579,  -0.532,  +1.166,  +0.252
1606872975, +3.48, +10.639,  +0.55865,  -0.537,  +1.174,  +0.268
1606872980, +3.48, +10.666,  -0.06541,  -0.529,  +1.175,  +0.263
1606872985, +3.48, +10.666,  -0.76747,  -0.537,  +1.167,  +0.249
1606872990, +3.48, +10.675,  +0.18662,  -0.543,  +1.174,  +0.265
1606872995, +3.48, +10.684,  -1.29851,  -0.544,  +1.176,  +0.265
1606873000, +3.48, +10.657,  +1.39572,  -0.532,  +1.177,  +0.270
1606873005, +3.48, +10.657,  -1.12750,  -0.541,  +1.174,  +0.263
1606873010, +3.48, +10.675,  +0.05160,  -0.537,  +1.174,  +0.263
1606873015, +3.48, +10.666,  -1.17550,  -0.548,  +1.172,  +0.262
1606873020, +3.48, +10.648,  -0.35343,  -0.532,  +1.176,  +0.259
1606873025, +3.48, +10.675,  -4.03775,  -0.532,  +1.175,  +0.262
1606873030, +3.48, +10.666,  -0.10741,  -0.543,  +1.180,  +0.268
1606873035, +3.48, +10.648,  -1.40052,  -0.532,  +1.169,  +0.252
1606873040, +3.48, +10.657,  +0.82267,  -0.521,  +1.167,  +0.262
1606873045, +3.48, +10.666,  +0.39963,  -0.528,  +1.166,  +0.263
1606873050, +3.48, +10.657,  -0.76447,  -0.537,  +1.167,  +0.255
1606873055, +3.48, +10.666,  -0.05040,  -0.529,  +1.167,  +0.252
1606873060, +3.48, +10.657,  +0.08761,  -0.516,  +1.168,  +0.255
1606873065, +3.48, +10.657,  -1.80256,  -0.543,  +1.171,  +0.268
1606873070, +3.48, +10.657,  -1.27451,  -0.543,  +1.171,  +0.268
1606873075, +3.48, +10.657,  +0.82867,  -0.536,  +1.177,  +0.263
1606873080, +3.48, +10.657,  -1.07649,  -0.524,  +1.167,  +0.252
1606873085, +3.48, +10.657,  +0.23162,  -0.529,  +1.167,  +0.252
1606873090, +3.48, +10.648,  -1.19050,  -0.532,  +1.176,  +0.263
1606873095, +3.48, +10.630,  -0.00840,  -0.521,  +1.169,  +0.248
1606873100, +3.48, +10.648,  +0.89768,  -0.532,  +1.167,  +0.271
1606873105, +3.48, +10.675,  -0.46744,  -0.536,  +1.176,  +0.263
1606873110, +3.48, +10.666,  -0.75547,  -0.521,  +1.166,  +0.259
1606873115, +3.48, +10.666,  +0.47164,  -0.537,  +1.171,  +0.254
1606873120, +3.48, +10.648,  -0.99549,  -0.537,  +1.175,  +0.259
1606873125, +3.48, +10.675,  +1.75875,  -0.535,  +1.171,  +0.263
1606873130, +3.48, +10.630,  +0.27062,  -0.538,  +1.159,  +0.259
1606873135, +3.48, +10.666,  -1.04349,  -0.532,  +1.159,  +0.271
1606873140, +3.48, +10.666,  -1.18750,  -0.521,  +1.159,  +0.262
1606873145, +3.48, +10.657,  -0.56645,  -0.557,  +1.144,  +0.329
1606873150, +3.48, +10.657,  -1.70655,  -0.535,  +1.167,  +0.279
1606873155, +3.48, +10.630,  -0.00240,  -0.541,  +1.134,  +0.327
1606873160, +3.48, +10.639,  -1.44553,  -0.463,  +1.139,  +0.062
1606873165, +3.48, +10.666,  -1.65554,  -0.538,  +1.151,  +0.286
1606873170, +3.48, +10.630,  +1.20371,  -0.530,  +1.171,  +0.259
1606873175, +3.48, +10.630,  +0.38763,  -0.529,  +1.171,  +0.255
1606873180, +3.48, +10.684,  -0.47944,  -0.552,  +1.167,  +0.281
1606873185, +3.48, +10.639,  -1.23551,  -0.552,  +1.161,  +0.286
1606873190, +3.48, +10.666,  -0.71946,  -0.527,  +1.135,  +0.327
1606873195, +3.48, +10.675,  -2.55862,  -0.528,  +1.159,  +0.268
1606873200, +3.48, +10.666,  +0.96368,  -0.544,  +1.135,  +0.335
1606873205, +3.48, +10.648,  -0.09541,  -0.511,  +1.187,  +0.327
1606873210, +3.48, +10.675,  -1.20251,  -0.544,  +1.131,  +0.320
1606873215, +3.48, +10.684,  -0.79747,  -0.519,  +1.160,  +0.270
1606873220, +3.48, +10.666,  -1.13050,  -0.544,  +1.155,  +0.351
1606873225, +3.48, +10.657,  +2.22379,  -0.552,  +1.148,  +0.238
1606873230, +3.48, +10.639,  -1.94057,  -0.532,  +1.174,  +0.296
1606873235, +3.48, +10.630,  +0.60365,  -0.557,  +1.126,  +0.302
1606873240, +3.48, +10.657,  -1.08850,  -0.557,  +1.148,  +0.240
1606873245, +3.48, +10.666,  +0.35163,  -0.552,  +1.155,  +0.236
1606873250, +3.48, +10.702,  -1.54153,  -0.535,  +1.184,  +0.287
1606873255, +3.48, +10.657,  +1.64474,  -0.534,  +1.171,  +0.255
1606873260, +3.48, +10.648,  +0.73866,  -0.538,  +1.169,  +0.248
1606873265, +3.48, +10.675,  +2.61083,  -0.520,  +1.174,  +0.263
1606873270, +3.48, +10.648,  +1.02669,  -0.541,  +1.167,  +0.262
1606873275, +3.48, +10.639,  +2.09178,  -0.541,  +1.171,  +0.263
1606873280, +3.48, +10.657,  -0.32943,  -0.537,  +1.171,  +0.259
1606873285, +3.48, +10.657,  +0.18962,  -0.527,  +1.171,  +0.255
1606873290, +3.48, +10.666,  +0.60365,  -0.537,  +1.167,  +0.268
1606873295, +3.48, +10.648,  +2.07978,  -0.537,  +1.169,  +0.255
1606873300, +3.48, +10.666,  +0.19562,  -0.528,  +1.175,  +0.255
1606873305, +3.48, +10.639,  -0.86348,  -0.548,  +1.176,  +0.248
1606873310, +3.48, +10.666,  -0.60245,  -0.521,  +1.167,  +0.275
1606873315, +3.48, +10.657,  -0.93248,  -0.573,  +1.219,  +0.080
1606873320, +3.48, +10.666,  +2.05878,  -1.276,  -0.353,  +0.502
1606873325, +3.48, +10.666,  +1.10770,  -1.292,  -0.468,  +0.280
1606873330, +3.48, +10.639,  +0.96668,  -1.345,  -0.341,  +0.492
1606873335, +3.48, +10.648,  +0.75667,  -1.279,  -0.351,  +0.284
1606873340, +3.48, +10.675,  +2.79084,  -1.322,  -0.392,  +0.311
1606873345, +3.48, +10.648,  +0.22562,  -1.343,  -0.541,  +0.300
1606873350, +3.48, +10.621,  +1.33572,  -1.152,  -0.945,  +0.340
1606873355, +3.48, +10.648,  +1.76475,  -0.074,  +0.508,  +1.091
1606873360, +3.48, +10.675,  +6.24715,  +0.167,  -0.031,  +1.265
1606873365, +3.48, +10.657,  +2.13079,  +0.771,  +1.415,  +0.230
1606873370, +3.48, +10.657,  +1.74975,  -0.474,  +1.183,  +0.691
1606873375, +3.48, +10.648,  -0.37443,  +0.632,  -0.737,  -0.642
1606873380, +3.48, +10.648,  +2.19979,  +1.056,  -0.453,  -0.297
1606873385, +3.48, +10.666,  -0.24542,  +1.070,  -0.376,  -0.317
1606873390, +3.48, +10.585,  -0.26042,  +0.433,  -1.064,  -0.397
1606873395, +3.48, +10.603,  -1.74255,  +0.127,  -1.040,  -0.599
1606873400, +3.48, +10.630,  +0.58565,  -0.881,  -1.113,  -0.005
